CODEPAGE 10003          ; Korean - MAC
0xc9	0xc760;ÀÉ Hangul Ieung Yi Rieul
0xca	0xc768;ÀÊ Hangul Ieung Yi Mieum
0xcb	0xc76b;ÀË Hangul Ieung Yi Sios
0xcc	0xc774;ÀÌ Hangul Ieung I
0xcd	0xc775;ÀÍ Hangul Ieung I Kiyeok
0xce	0xc778;ÀÎ Hangul Ieung I Nieun
0xcf	0xc77c;ÀÏ Hangul Ieung I Rieul
0xd0	0xc77d;ÀÐ Hangul Ieung I Rieul-Kiyeok
0xd1	0xc77e;ÀÑ Hangul Ieung I Rieul-Mieum
0xd2	0xc783;ÀÒ Hangul Ieung I Rieul-Hieuh
0xd3	0xc784;ÀÓ Hangul Ieung I Mieum
0xd4	0xc785;ÀÔ Hangul Ieung I Pieup
0xd5	0xc787;ÀÕ Hangul Ieung I Sios
0xd6	0xc788;ÀÖ Hangul Ieung I Ssangsios
0xd7	0xc789;À× Hangul Ieung I Ieung
0xd8	0xc78a;ÀØ Hangul Ieung I Cieuc
0xd9	0xc78e;ÀÙ Hangul Ieung I Phieuph
0xda	0xc790;ÀÚ Hangul Cieuc A
0xdb	0xc791;ÀÛ Hangul Cieuc A Kiyeok
0xdc	0xc794;ÀÜ Hangul Cieuc A Nieun
0xdd	0xc796;ÀÝ Hangul Cieuc A Nieun-Hieuh
0xde	0xc797;ÀÞ Hangul Cieuc A Tikeut
0xdf	0xc798;Àß Hangul Cieuc A Rieul
0xe0	0xc79a;Àà Hangul Cieuc A Rieul-Mieum
0xe1	0xc7a0;Àá Hangul Cieuc A Mieum
0xe2	0xc7a1;Àâ Hangul Cieuc A Pieup
0xe3	0xc7a3;Àã Hangul Cieuc A Sios
0xe4	0xc7a4;Àä Hangul Cieuc A Ssangsios
0xe5	0xc7a5;Àå Hangul Cieuc A Ieung
0xe6	0xc7a6;Àæ Hangul Cieuc A Cieuc
0xe7	0xc7ac;Àç Hangul Cieuc Ae
0xe8	0xc7ad;Àè Hangul Cieuc Ae Kiyeok
0xe9	0xc7b0;Àé Hangul Cieuc Ae Nieun
0xea	0xc7b4;Àê Hangul Cieuc Ae Rieul
0xeb	0xc7bc;Àë Hangul Cieuc Ae Mieum
0xec	0xc7bd;Àì Hangul Cieuc Ae Pieup
0xed	0xc7bf;Àí Hangul Cieuc Ae Sios
0xee	0xc7c0;Àî Hangul Cieuc Ae Ssangsios
0xef	0xc7c1;Àï Hangul Cieuc Ae Ieung
0xf0	0xc7c8;Àð Hangul Cieuc Ya
0xf1	0xc7c9;Àñ Hangul Cieuc Ya Kiyeok
0xf2	0xc7cc;Àò Hangul Cieuc Ya Nieun
0xf3	0xc7ce;Àó Hangul Cieuc Ya Nieun-Hieuh
0xf4	0xc7d0;Àô Hangul Cieuc Ya Rieul
0xf5	0xc7d8;Àõ Hangul Cieuc Ya Mieum
0xf6	0xc7dd;Àö Hangul Cieuc Ya Ieung
0xf7	0xc7e4;À÷ Hangul Cieuc Yae
0xf8	0xc7e8;Àø Hangul Cieuc Yae Nieun
0xf9	0xc7ec;Àù Hangul Cieuc Yae Rieul
0xfa	0xc800;Àú Hangul Cieuc Eo
0xfb	0xc801;Àû Hangul Cieuc Eo Kiyeok
0xfc	0xc804;Àü Hangul Cieuc Eo Nieun
0xfd	0xc808;Àý Hangul Cieuc Eo Rieul
0xfe	0xc80a;Àþ Hangul Cieuc Eo Rieul-Mieum

DBCSTABLE 94            ;LeadByte = 0xc1

0xa1	0xc810;Á¡ Hangul Cieuc Eo Mieum
0xa2	0xc811;Á¢ Hangul Cieuc Eo Pieup
0xa3	0xc813;Á£ Hangul Cieuc Eo Sios
0xa4	0xc815;Á¤ Hangul Cieuc Eo Ieung
0xa5	0xc816;Á¥ Hangul Cieuc Eo Cieuc
0xa6	0xc81c;Á¦ Hangul Cieuc E
0xa7	0xc81d;Á§ Hangul Cieuc E Kiyeok
0xa8	0xc820;Á¨ Hangul Cieuc E Nieun
0xa9	0xc824;Á© Hangul Cieuc E Rieul
0xaa	0xc82c;Áª Hangul Cieuc E Mieum
0xab	0xc82d;Á« Hangul Cieuc E Pieup
0xac	0xc82f;Á¬ Hangul Cieuc E Sios
0xad	0xc831;Á­ Hangul Cieuc E Ieung
0xae	0xc838;Á® Hangul Cieuc Yeo
0xaf	0xc83c;Á¯ Hangul Cieuc Yeo Nieun
0xb0	0xc840;Á° Hangul Cieuc Yeo Rieul
0xb1	0xc848;Á± Hangul Cieuc Yeo Mieum
0xb2	0xc849;Á² Hangul Cieuc Yeo Pieup
0xb3	0xc84c;Á³ Hangul Cieuc Yeo Ssangsios
0xb4	0xc84d;Á´ Hangul Cieuc Yeo Ieung
0xb5	0xc854;Áµ Hangul Cieuc Ye
0xb6	0xc870;Á¶ Hangul Cieuc O
0xb7	0xc871;Á· Hangul Cieuc O Kiyeok
0xb8	0xc874;Á¸ Hangul Cieuc O Nieun
0xb9	0xc878;Á¹ Hangul Cieuc O Rieul
0xba	0xc87a;Áº Hangul Cieuc O Rieul-Mieum
0xbb	0xc880;Á» Hangul Cieuc O Mieum
0xbc	0xc881;Á¼ Hangul Cieuc O Pieup
0xbd	0xc883;Á½ Hangul Cieuc O Sios
0xbe	0xc885;Á¾ Hangul Cieuc O Ieung
0xbf	0xc886;Á¿ Hangul Cieuc O Cieuc
0xc0	0xc887;ÁÀ Hangul Cieuc O Chieuch
0xc1	0xc88b;ÁÁ Hangul Cieuc O Hieuh
0xc2	0xc88c;ÁÂ Hangul Cieuc Wa
0xc3	0xc88d;ÁÃ Hangul Cieuc Wa Kiyeok
0xc4	0xc894;ÁÄ Hangul Cieuc Wa Rieul
0xc5	0xc89d;ÁÅ Hangul Cieuc Wa Pieup
0xc6	0xc89f;ÁÆ Hangul Cieuc Wa Sios
0xc7	0xc8a1;ÁÇ Hangul Cieuc Wa Ieung
0xc8	0xc8a8;ÁÈ Hangul Cieuc Wae
0xc9	0xc8bc;ÁÉ Hangul Cieuc Wae Ssangsios
0xca	0xc8bd;ÁÊ Hangul Cieuc Wae Ieung
0xcb	0xc8c4;ÁË Hangul Cieuc Oe
0xcc	0xc8c8;ÁÌ Hangul Cieuc Oe Nieun
0xcd	0xc8cc;ÁÍ Hangul Cieuc Oe Rieul
0xce	0xc8d4;ÁÎ Hangul Cieuc Oe Mieum
0xcf	0xc8d5;ÁÏ Hangul Cieuc Oe Pieup
0xd0	0xc8d7;ÁÐ Hangul Cieuc Oe Sios
0xd1	0xc8d9;ÁÑ Hangul Cieuc Oe Ieung
0xd2	0xc8e0;ÁÒ Hangul Cieuc Yo
0xd3	0xc8e1;ÁÓ Hangul Cieuc Yo Kiyeok
0xd4	0xc8e4;ÁÔ Hangul Cieuc Yo Nieun
0xd5	0xc8f5;ÁÕ Hangul Cieuc Yo Ieung
0xd6	0xc8fc;ÁÖ Hangul Cieuc U
0xd7	0xc8fd;Á× Hangul Cieuc U Kiyeok
0xd8	0xc900;ÁØ Hangul Cieuc U Nieun
0xd9	0xc904;ÁÙ Hangul Cieuc U Rieul
0xda	0xc905;ÁÚ Hangul Cieuc U Rieul-Kiyeok
0xdb	0xc906;ÁÛ Hangul Cieuc U Rieul-Mieum
0xdc	0xc90c;ÁÜ Hangul Cieuc U Mieum
0xdd	0xc90d;ÁÝ Hangul Cieuc U Pieup
0xde	0xc90f;ÁÞ Hangul Cieuc U Sios
0xdf	0xc911;Áß Hangul Cieuc U Ieung
0xe0	0xc918;Áà Hangul Cieuc Weo
0xe1	0xc92c;Áá Hangul Cieuc Weo Ssangsios
0xe2	0xc934;Áâ Hangul Cieuc We
0xe3	0xc950;Áã Hangul Cieuc Wi
0xe4	0xc951;Áä Hangul Cieuc Wi Kiyeok
0xe5	0xc954;Áå Hangul Cieuc Wi Nieun
0xe6	0xc958;Áæ Hangul Cieuc Wi Rieul
0xe7	0xc960;Áç Hangul Cieuc Wi Mieum
0xe8	0xc961;Áè Hangul Cieuc Wi Pieup
0xe9	0xc963;Áé Hangul Cieuc Wi Sios
0xea	0xc96c;Áê Hangul Cieuc Yu
0xeb	0xc970;Áë Hangul Cieuc Yu Nieun
0xec	0xc974;Áì Hangul Cieuc Yu Rieul
0xed	0xc97c;Áí Hangul Cieuc Yu Mieum
0xee	0xc988;Áî Hangul Cieuc Eu
0xef	0xc989;Áï Hangul Cieuc Eu Kiyeok
0xf0	0xc98c;Áð Hangul Cieuc Eu Nieun
0xf1	0xc990;Áñ Hangul Cieuc Eu Rieul
0xf2	0xc998;Áò Hangul Cieuc Eu Mieum
0xf3	0xc999;Áó Hangul Cieuc Eu Pieup
0xf4	0xc99b;Áô Hangul Cieuc Eu Sios
0xf5	0xc99d;Áõ Hangul Cieuc Eu Ieung
0xf6	0xc9c0;Áö Hangul Cieuc I
0xf7	0xc9c1;Á÷ Hangul Cieuc I Kiyeok
0xf8	0xc9c4;Áø Hangul Cieuc I Nieun
0xf9	0xc9c7;Áù Hangul Cieuc I Tikeut
0xfa	0xc9c8;Áú Hangul Cieuc I Rieul
0xfb	0xc9ca;Áû Hangul Cieuc I Rieul-Mieum
0xfc	0xc9d0;Áü Hangul Cieuc I Mieum
0xfd	0xc9d1;Áý Hangul Cieuc I Pieup
0xfe	0xc9d3;Áþ Hangul Cieuc I Sios

DBCSTABLE 94            ;LeadByte = 0xc2

0xa1	0xc9d5;Â¡ Hangul Cieuc I Ieung
0xa2	0xc9d6;Â¢ Hangul Cieuc I Cieuc
0xa3	0xc9d9;Â£ Hangul Cieuc I Thieuth
0xa4	0xc9da;Â¤ Hangul Cieuc I Phieuph
0xa5	0xc9dc;Â¥ Hangul Ssangcieuc A
0xa6	0xc9dd;Â¦ Hangul Ssangcieuc A Kiyeok
0xa7	0xc9e0;Â§ Hangul Ssangcieuc A Nieun
0xa8	0xc9e2;Â¨ Hangul Ssangcieuc A Nieun-Hieuh
0xa9	0xc9e4;Â© Hangul Ssangcieuc A Rieul
0xaa	0xc9e7;Âª Hangul Ssangcieuc A Rieul-Pieup
0xab	0xc9ec;Â« Hangul Ssangcieuc A Mieum
0xac	0xc9ed;Â¬ Hangul Ssangcieuc A Pieup
0xad	0xc9ef;Â­ Hangul Ssangcieuc A Sios
0xae	0xc9f0;Â® Hangul Ssangcieuc A Ssangsios
0xaf	0xc9f1;Â¯ Hangul Ssangcieuc A Ieung
0xb0	0xc9f8;Â° Hangul Ssangcieuc Ae
0xb1	0xc9f9;Â± Hangul Ssangcieuc Ae Kiyeok
0xb2	0xc9fc;Â² Hangul Ssangcieuc Ae Nieun
0xb3	0xca00;Â³ Hangul Ssangcieuc Ae Rieul
0xb4	0xca08;Â´ Hangul Ssangcieuc Ae Mieum
0xb5	0xca09;Âµ Hangul Ssangcieuc Ae Pieup
0xb6	0xca0b;Â¶ Hangul Ssangcieuc Ae Sios
0xb7	0xca0c;Â· Hangul Ssangcieuc Ae Ssangsios
0xb8	0xca0d;Â¸ Hangul Ssangcieuc Ae Ieung
0xb9	0xca14;Â¹ Hangul Ssangcieuc Ya
0xba	0xca18;Âº Hangul Ssangcieuc Ya Nieun
0xbb	0xca29;Â» Hangul Ssangcieuc Ya Ieung
0xbc	0xca4c;Â¼ Hangul Ssangcieuc Eo
0xbd	0xca4d;Â½ Hangul Ssangcieuc Eo Kiyeok
0xbe	0xca50;Â¾ Hangul Ssangcieuc Eo Nieun
0xbf	0xca54;Â¿ Hangul Ssangcieuc Eo Rieul
0xc0	0xca5c;ÂÀ Hangul Ssangcieuc Eo Mieum
0xc1	0xca5d;ÂÁ Hangul Ssangcieuc Eo Pieup
0xc2	0xca5f;ÂÂ Hangul Ssangcieuc Eo Sios
0xc3	0xca60;ÂÃ Hangul Ssangcieuc Eo Ssangsios
0xc4	0xca61;ÂÄ Hangul Ssangcieuc Eo Ieung
0xc5	0xca68;ÂÅ Hangul Ssangcieuc E
0xc6	0xca7d;ÂÆ Hangul Ssangcieuc E Ieung
0xc7	0xca84;ÂÇ Hangul Ssangcieuc Yeo
0xc8	0xca98;ÂÈ Hangul Ssangcieuc Yeo Ssangsios
0xc9	0xcabc;ÂÉ Hangul Ssangcieuc O
0xca	0xcabd;ÂÊ Hangul Ssangcieuc O Kiyeok
0xcb	0xcac0;ÂË Hangul Ssangcieuc O Nieun
0xcc	0xcac4;ÂÌ Hangul Ssangcieuc O Rieul
0xcd	0xcacc;ÂÍ Hangul Ssangcieuc O Mieum
0xce	0xcacd;ÂÎ Hangul Ssangcieuc O Pieup
0xcf	0xcacf;ÂÏ Hangul Ssangcieuc O Sios
0xd0	0xcad1;ÂÐ Hangul Ssangcieuc O Ieung
0xd1	0xcad3;ÂÑ Hangul Ssangcieuc O Chieuch
0xd2	0xcad8;ÂÒ Hangul Ssangcieuc Wa
0xd3	0xcad9;ÂÓ Hangul Ssangcieuc Wa Kiyeok
0xd4	0xcae0;ÂÔ Hangul Ssangcieuc Wa Rieul
0xd5	0xcaec;ÂÕ Hangul Ssangcieuc Wa Ssangsios
0xd6	0xcaf4;ÂÖ Hangul Ssangcieuc Wae
0xd7	0xcb08;Â× Hangul Ssangcieuc Wae Ssangsios
0xd8	0xcb10;ÂØ Hangul Ssangcieuc Oe
0xd9	0xcb14;ÂÙ Hangul Ssangcieuc Oe Nieun
0xda	0xcb18;ÂÚ Hangul Ssangcieuc Oe Rieul
0xdb	0xcb20;ÂÛ Hangul Ssangcieuc Oe Mieum
0xdc	0xcb21;ÂÜ Hangul Ssangcieuc Oe Pieup
0xdd	0xcb41;ÂÝ Hangul Ssangcieuc Yo Ieung
0xde	0xcb48;ÂÞ Hangul Ssangcieuc U
0xdf	0xcb49;Âß Hangul Ssangcieuc U Kiyeok
0xe0	0xcb4c;Âà Hangul Ssangcieuc U Nieun
0xe1	0xcb50;Âá Hangul Ssangcieuc U Rieul
0xe2	0xcb58;Ââ Hangul Ssangcieuc U Mieum
0xe3	0xcb59;Âã Hangul Ssangcieuc U Pieup
0xe4	0xcb5d;Âä Hangul Ssangcieuc U Ieung
0xe5	0xcb64;Âå Hangul Ssangcieuc Weo
0xe6	0xcb78;Âæ Hangul Ssangcieuc Weo Ssangsios
0xe7	0xcb79;Âç Hangul Ssangcieuc Weo Ieung
0xe8	0xcb9c;Âè Hangul Ssangcieuc Wi
0xe9	0xcbb8;Âé Hangul Ssangcieuc Yu
0xea	0xcbd4;Âê Hangul Ssangcieuc Eu
0xeb	0xcbe4;Âë Hangul Ssangcieuc Eu Mieum
0xec	0xcbe7;Âì Hangul Ssangcieuc Eu Sios
0xed	0xcbe9;Âí Hangul Ssangcieuc Eu Ieung
0xee	0xcc0c;Âî Hangul Ssangcieuc I
0xef	0xcc0d;Âï Hangul Ssangcieuc I Kiyeok
0xf0	0xcc10;Âð Hangul Ssangcieuc I Nieun
0xf1	0xcc14;Âñ Hangul Ssangcieuc I Rieul
0xf2	0xcc1c;Âò Hangul Ssangcieuc I Mieum
0xf3	0xcc1d;Âó Hangul Ssangcieuc I Pieup
0xf4	0xcc21;Âô Hangul Ssangcieuc I Ieung
0xf5	0xcc22;Âõ Hangul Ssangcieuc I Cieuc
0xf6	0xcc27;Âö Hangul Ssangcieuc I Hieuh
0xf7	0xcc28;Â÷ Hangul Chieuch A
0xf8	0xcc29;Âø Hangul Chieuch A Kiyeok
0xf9	0xcc2c;Âù Hangul Chieuch A Nieun
0xfa	0xcc2e;Âú Hangul Chieuch A Nieun-Hieuh
0xfb	0xcc30;Âû Hangul Chieuch A Rieul
0xfc	0xcc38;Âü Hangul Chieuch A Mieum
0xfd	0xcc39;Âý Hangul Chieuch A Pieup
0xfe	0xcc3b;Âþ Hangul Chieuch A Sios

DBCSTABLE 94            ;LeadByte = 0xc3

0xa1	0xcc3c;Ã¡ Hangul Chieuch A Ssangsios
0xa2	0xcc3d;Ã¢ Hangul Chieuch A Ieung
0xa3	0xcc3e;Ã£ Hangul Chieuch A Cieuc
0xa4	0xcc44;Ã¤ Hangul Chieuch Ae
0xa5	0xcc45;Ã¥ Hangul Chieuch Ae Kiyeok
0xa6	0xcc48;Ã¦ Hangul Chieuch Ae Nieun
0xa7	0xcc4c;Ã§ Hangul Chieuch Ae Rieul
0xa8	0xcc54;Ã¨ Hangul Chieuch Ae Mieum
0xa9	0xcc55;Ã© Hangul Chieuch Ae Pieup
0xaa	0xcc57;Ãª Hangul Chieuch Ae Sios
0xab	0xcc58;Ã« Hangul Chieuch Ae Ssangsios
0xac	0xcc59;Ã¬ Hangul Chieuch Ae Ieung
0xad	0xcc60;Ã­ Hangul Chieuch Ya
0xae	0xcc64;Ã® Hangul Chieuch Ya Nieun
0xaf	0xcc66;Ã¯ Hangul Chieuch Ya Nieun-Hieuh
0xb0	0xcc68;Ã° Hangul Chieuch Ya Rieul
0xb1	0xcc70;Ã± Hangul Chieuch Ya Mieum
0xb2	0xcc75;Ã² Hangul Chieuch Ya Ieung
0xb3	0xcc98;Ã³ Hangul Chieuch Eo
0xb4	0xcc99;Ã´ Hangul Chieuch Eo Kiyeok
0xb5	0xcc9c;Ãµ Hangul Chieuch Eo Nieun
0xb6	0xcca0;Ã¶ Hangul Chieuch Eo Rieul
0xb7	0xcca8;Ã· Hangul Chieuch Eo Mieum
0xb8	0xcca9;Ã¸ Hangul Chieuch Eo Pieup
0xb9	0xccab;Ã¹ Hangul Chieuch Eo Sios
0xba	0xccac;Ãº Hangul Chieuch Eo Ssangsios
0xbb	0xccad;Ã» Hangul Chieuch Eo Ieung
0xbc	0xccb4;Ã¼ Hangul Chieuch E
0xbd	0xccb5;Ã½ Hangul Chieuch E Kiyeok
0xbe	0xccb8;Ã¾ Hangul Chieuch E Nieun
0xbf	0xccbc;Ã¿ Hangul Chieuch E Rieul
0xc0	0xccc4;ÃÀ Hangul Chieuch E Mieum
0xc1	0xccc5;ÃÁ Hangul Chieuch E Pieup
0xc2	0xccc7;ÃÂ Hangul Chieuch E Sios
0xc3	0xccc9;ÃÃ Hangul Chieuch E Ieung
0xc4	0xccd0;ÃÄ Hangul Chieuch Yeo
0xc5	0xccd4;ÃÅ Hangul Chieuch Yeo Nieun
0xc6	0xcce4;ÃÆ Hangul Chieuch Yeo Ssangsios
0xc7	0xccec;ÃÇ Hangul Chieuch Ye
0xc8	0xccf0;ÃÈ Hangul Chieuch Ye Nieun
0xc9	0xcd01;ÃÉ Hangul Chieuch Ye Ieung
0xca	0xcd08;ÃÊ Hangul Chieuch O
0xcb	0xcd09;ÃË Hangul Chieuch O Kiyeok
0xcc	0xcd0c;ÃÌ Hangul Chieuch O Nieun
0xcd	0xcd10;ÃÍ Hangul Chieuch O Rieul
0xce	0xcd18;ÃÎ Hangul Chieuch O Mieum
0xcf	0xcd19;ÃÏ Hangul Chieuch O Pieup
0xd0	0xcd1b;ÃÐ Hangul Chieuch O Sios
0xd1	0xcd1d;ÃÑ Hangul Chieuch O Ieung
0xd2	0xcd24;ÃÒ Hangul Chieuch Wa
0xd3	0xcd28;ÃÓ Hangul Chieuch Wa Nieun
0xd4	0xcd2c;ÃÔ Hangul Chieuch Wa Rieul
0xd5	0xcd39;ÃÕ Hangul Chieuch Wa Ieung
0xd6	0xcd5c;ÃÖ Hangul Chieuch Oe
0xd7	0xcd60;Ã× Hangul Chieuch Oe Nieun
0xd8	0xcd64;ÃØ Hangul Chieuch Oe Rieul
0xd9	0xcd6c;ÃÙ Hangul Chieuch Oe Mieum
0xda	0xcd6d;ÃÚ Hangul Chieuch Oe Pieup
0xdb	0xcd6f;ÃÛ Hangul Chieuch Oe Sios
0xdc	0xcd71;ÃÜ Hangul Chieuch Oe Ieung
0xdd	0xcd78;ÃÝ Hangul Chieuch Yo
0xde	0xcd88;ÃÞ Hangul Chieuch Yo Mieum
0xdf	0xcd94;Ãß Hangul Chieuch U
0xe0	0xcd95;Ãà Hangul Chieuch U Kiyeok
0xe1	0xcd98;Ãá Hangul Chieuch U Nieun
0xe2	0xcd9c;Ãâ Hangul Chieuch U Rieul
0xe3	0xcda4;Ãã Hangul Chieuch U Mieum
0xe4	0xcda5;Ãä Hangul Chieuch U Pieup
0xe5	0xcda7;Ãå Hangul Chieuch U Sios
0xe6	0xcda9;Ãæ Hangul Chieuch U Ieung
0xe7	0xcdb0;Ãç Hangul Chieuch Weo
0xe8	0xcdc4;Ãè Hangul Chieuch Weo Ssangsios
0xe9	0xcdcc;Ãé Hangul Chieuch We
0xea	0xcdd0;Ãê Hangul Chieuch We Nieun
0xeb	0xcde8;Ãë Hangul Chieuch Wi
0xec	0xcdec;Ãì Hangul Chieuch Wi Nieun
0xed	0xcdf0;Ãí Hangul Chieuch Wi Rieul
0xee	0xcdf8;Ãî Hangul Chieuch Wi Mieum
0xef	0xcdf9;Ãï Hangul Chieuch Wi Pieup
0xf0	0xcdfb;Ãð Hangul Chieuch Wi Sios
0xf1	0xcdfd;Ãñ Hangul Chieuch Wi Ieung
0xf2	0xce04;Ãò Hangul Chieuch Yu
0xf3	0xce08;Ãó Hangul Chieuch Yu Nieun
0xf4	0xce0c;Ãô Hangul Chieuch Yu Rieul
0xf5	0xce14;Ãõ Hangul Chieuch Yu Mieum
0xf6	0xce19;Ãö Hangul Chieuch Yu Ieung
0xf7	0xce20;Ã÷ Hangul Chieuch Eu
0xf8	0xce21;Ãø Hangul Chieuch Eu Kiyeok
0xf9	0xce24;Ãù Hangul Chieuch Eu Nieun
0xfa	0xce28;Ãú Hangul Chieuch Eu Rieul
0xfb	0xce30;Ãû Hangul Chieuch Eu Mieum
0xfc	0xce31;Ãü Hangul Chieuch Eu Pieup
0xfd	0xce33;Ãý Hangul Chieuch Eu Sios
0xfe	0xce35;Ãþ Hangul Chieuch Eu Ieung

DBCSTABLE 94            ;LeadByte = 0xc4

0xa1	0xce58;Ä¡ Hangul Chieuch I
0xa2	0xce59;Ä¢ Hangul Chieuch I Kiyeok
0xa3	0xce5c;Ä£ Hangul Chieuch I Nieun
0xa4	0xce5f;Ä¤ Hangul Chieuch I Tikeut
0xa5	0xce60;Ä¥ Hangul Chieuch I Rieul
0xa6	0xce61;Ä¦ Hangul Chieuch I Rieul-Kiyeok
0xa7	0xce68;Ä§ Hangul Chieuch I Mieum
0xa8	0xce69;Ä¨ Hangul Chieuch I Pieup
0xa9	0xce6b;Ä© Hangul Chieuch I Sios
0xaa	0xce6d;Äª Hangul Chieuch I Ieung
0xab	0xce74;Ä« Hangul Khieukh A
0xac	0xce75;Ä¬ Hangul Khieukh A Kiyeok
0xad	0xce78;Ä­ Hangul Khieukh A Nieun
0xae	0xce7c;Ä® Hangul Khieukh A Rieul
0xaf	0xce84;Ä¯ Hangul Khieukh A Mieum
0xb0	0xce85;Ä° Hangul Khieukh A Pieup
0xb1	0xce87;Ä± Hangul Khieukh A Sios
0xb2	0xce89;Ä² Hangul Khieukh A Ieung
0xb3	0xce90;Ä³ Hangul Khieukh Ae
0xb4	0xce91;Ä´ Hangul Khieukh Ae Kiyeok
0xb5	0xce94;Äµ Hangul Khieukh Ae Nieun
0xb6	0xce98;Ä¶ Hangul Khieukh Ae Rieul
0xb7	0xcea0;Ä· Hangul Khieukh Ae Mieum
0xb8	0xcea1;Ä¸ Hangul Khieukh Ae Pieup
0xb9	0xcea3;Ä¹ Hangul Khieukh Ae Sios
0xba	0xcea4;Äº Hangul Khieukh Ae Ssangsios
0xbb	0xcea5;Ä» Hangul Khieukh Ae Ieung
0xbc	0xceac;Ä¼ Hangul Khieukh Ya
0xbd	0xcead;Ä½ Hangul Khieukh Ya Kiyeok
0xbe	0xcec1;Ä¾ Hangul Khieukh Ya Ieung
0xbf	0xcee4;Ä¿ Hangul Khieukh Eo
0xc0	0xcee5;ÄÀ Hangul Khieukh Eo Kiyeok
0xc1	0xcee8;ÄÁ Hangul Khieukh Eo Nieun
0xc2	0xceeb;ÄÂ Hangul Khieukh Eo Tikeut
0xc3	0xceec;ÄÃ Hangul Khieukh Eo Rieul
0xc4	0xcef4;ÄÄ Hangul Khieukh Eo Mieum
0xc5	0xcef5;ÄÅ Hangul Khieukh Eo Pieup
0xc6	0xcef7;ÄÆ Hangul Khieukh Eo Sios
0xc7	0xcef8;ÄÇ Hangul Khieukh Eo Ssangsios
0xc8	0xcef9;ÄÈ Hangul Khieukh Eo Ieung
0xc9	0xcf00;ÄÉ Hangul Khieukh E
0xca	0xcf01;ÄÊ Hangul Khieukh E Kiyeok
0xcb	0xcf04;ÄË Hangul Khieukh E Nieun
0xcc	0xcf08;ÄÌ Hangul Khieukh E Rieul
0xcd	0xcf10;ÄÍ Hangul Khieukh E Mieum
0xce	0xcf11;ÄÎ Hangul Khieukh E Pieup
0xcf	0xcf13;ÄÏ Hangul Khieukh E Sios
0xd0	0xcf15;ÄÐ Hangul Khieukh E Ieung
0xd1	0xcf1c;ÄÑ Hangul Khieukh Yeo
0xd2	0xcf20;ÄÒ Hangul Khieukh Yeo Nieun
0xd3	0xcf24;ÄÓ Hangul Khieukh Yeo Rieul
0xd4	0xcf2c;ÄÔ Hangul Khieukh Yeo Mieum
0xd5	0xcf2d;ÄÕ Hangul Khieukh Yeo Pieup
0xd6	0xcf2f;ÄÖ Hangul Khieukh Yeo Sios
0xd7	0xcf30;Ä× Hangul Khieukh Yeo Ssangsios
0xd8	0xcf31;ÄØ Hangul Khieukh Yeo Ieung
0xd9	0xcf38;ÄÙ Hangul Khieukh Ye
0xda	0xcf54;ÄÚ Hangul Khieukh O
0xdb	0xcf55;ÄÛ Hangul Khieukh O Kiyeok
0xdc	0xcf58;ÄÜ Hangul Khieukh O Nieun
0xdd	0xcf5c;ÄÝ Hangul Khieukh O Rieul
0xde	0xcf64;ÄÞ Hangul Khieukh O Mieum
0xdf	0xcf65;Äß Hangul Khieukh O Pieup
0xe0	0xcf67;Äà Hangul Khieukh O Sios
0xe1	0xcf69;Äá Hangul Khieukh O Ieung
0xe2	0xcf70;Äâ Hangul Khieukh Wa
0xe3	0xcf71;Äã Hangul Khieukh Wa Kiyeok
0xe4	0xcf74;Ää Hangul Khieukh Wa Nieun
0xe5	0xcf78;Äå Hangul Khieukh Wa Rieul
0xe6	0xcf80;Äæ Hangul Khieukh Wa Mieum
0xe7	0xcf85;Äç Hangul Khieukh Wa Ieung
0xe8	0xcf8c;Äè Hangul Khieukh Wae
0xe9	0xcfa1;Äé Hangul Khieukh Wae Ieung
0xea	0xcfa8;Äê Hangul Khieukh Oe
0xeb	0xcfb0;Äë Hangul Khieukh Oe Rieul
0xec	0xcfc4;Äì Hangul Khieukh Yo
0xed	0xcfe0;Äí Hangul Khieukh U
0xee	0xcfe1;Äî Hangul Khieukh U Kiyeok
0xef	0xcfe4;Äï Hangul Khieukh U Nieun
0xf0	0xcfe8;Äð Hangul Khieukh U Rieul
0xf1	0xcff0;Äñ Hangul Khieukh U Mieum
0xf2	0xcff1;Äò Hangul Khieukh U Pieup
0xf3	0xcff3;Äó Hangul Khieukh U Sios
0xf4	0xcff5;Äô Hangul Khieukh U Ieung
0xf5	0xcffc;Äõ Hangul Khieukh Weo
0xf6	0xd000;Äö Hangul Khieukh Weo Nieun
0xf7	0xd004;Ä÷ Hangul Khieukh Weo Rieul
0xf8	0xd011;Äø Hangul Khieukh Weo Ieung
0xf9	0xd018;Äù Hangul Khieukh We
0xfa	0xd02d;Äú Hangul Khieukh We Ieung
0xfb	0xd034;Äû Hangul Khieukh Wi
0xfc	0xd035;Äü Hangul Khieukh Wi Kiyeok
0xfd	0xd038;Äý Hangul Khieukh Wi Nieun
0xfe	0xd03c;Äþ Hangul Khieukh Wi Rieul

DBCSTABLE 94            ;LeadByte = 0xc5

0xa1	0xd044;Å¡ Hangul Khieukh Wi Mieum
0xa2	0xd045;Å¢ Hangul Khieukh Wi Pieup
0xa3	0xd047;Å£ Hangul Khieukh Wi Sios
0xa4	0xd049;Å¤ Hangul Khieukh Wi Ieung
