# Fractional UCA Table, generated from standard UCA
# 2006-06-10, 20:18:04 GMT [MD]
# VERSION: UCA=5.0.0, UCD=5.0.0
# Copyright (c) 1991-2006 Unicode, Inc.

# Generated processed version, as described in ICU design document.
# NOTES
#  - Bugs in UCA data are NOT FIXED, except for the following problems:
#    - canonical equivalents are decomposed directly (some beta UCA are wrong).
#    - overlapping variable ranges are fixed.
#  - Format is as follows:
#      <codepoint> (' ' <codepoint>)* ';' ('L' | 'S') ';' <fractionalCE>+ ' # ' <UCA_CE> '# ' <name> 
#    - zero weights are not printed
#    - S: contains at least one lowercase or SMALL kana
#    - L: otherwise
#    - Different primaries are separated by a blank line.
# WARNING
#  - Differs from previous version in that MAX value was introduced at 1F.
#    All tertiary values are shifted down by 1, filling the gap at 7!

[UCA version = 5.0.0]

0000; [,,]
0198; [3E 64, 05, 8F]

2C6A; [3E 66, 05, 05]
2C69; [3E 66, 05, 8F]

029E; [3E 68, 05, 05]

006C; [3F, 05, 05]
FF4C; [3F, 05, 07]
217C; [3F, 05, 09]
2113; [3F, 05, 0B]
D835 DC25; [3F, 05, 0B]
D835 DC59; [3F, 05, 0B]
D835 DC8D; [3F, 05, 0B]
D835 DCC1; [3F, 05, 0B]
D835 DCF5; [3F, 05, 0B]
D835 DD29; [3F, 05, 0B]
D835 DD5D; [3F, 05, 0B]
D835 DD91; [3F, 05, 0B]
D835 DDC5; [3F, 05, 0B]
D835 DDF9; [3F, 05, 0B]
D835 DE2D; [3F, 05, 0B]
D835 DE61; [3F, 05, 0B]
D835 DE95; [3F, 05, 0B]
24DB; [3F, 05, 0D]
004C; [3F, 05, 8F]
FF2C; [3F, 05, 91]
216C; [3F, 05, 93]
2112; [3F, 05, 95]
D835 DC0B; [3F, 05, 95]
D835 DC3F; [3F, 05, 95]
D835 DC73; [3F, 05, 95]
D835 DCDB; [3F, 05, 95]
D835 DD0F; [3F, 05, 95]
D835 DD43; [3F, 05, 95]
D835 DD77; [3F, 05, 95]
D835 DDAB; [3F, 05, 95]
D835 DDDF; [3F, 05, 95]
D835 DE13; [3F, 05, 95]
D835 DE47; [3F, 05, 95]
D835 DE7B; [3F, 05, 95]
24C1; [3F, 05, 97]
02E1; [3F, 05, 27]
1D38; [3F, 05, B9]
013A; [3F, 05, 05][, 8D, 05]
0139; [3F, 05, 8F][, 8D, 05]
013E; [3F, 05, 05][, 97, 05]
013D; [3F, 05, 8F][, 97, 05]
013C; [3F, 05, 05][, A7, 05]
013B; [3F, 05, 8F][, A7, 05]
1E37; [3F, 05, 05][, D0 4D, 05]
1E36; [3F, 05, 8F][, D0 4D, 05]
1E39; [3F, 05, 05][, D0 4D, 05][, AB, 05]
1E38; [3F, 05, 8F][, D0 4D, 05][, AB, 05]
1E3D; [3F, 05, 05][, D0 CD, 05]
1E3C; [3F, 05, 8F][, D0 CD, 05]
1E3B; [3F, 05, 05][, D1 11, 05]
1E3A; [3F, 05, 8F][, D1 11, 05]
0142; [3F, 05, 05][, D1 41, 05]
0141; [3F, 05, 8F][, D1 41, 05]
0140; [3F, 05, 09][, E4 4D, 09][08 37, 05, 3D]
013F; [3F, 05, 93][, E4 4D, 09][08 37, 05, 3D]
01C9; [3F, 05, 09][3B, 05, 09]
01C8; [3F, 05, 93][3B, 05, 09]
01C7; [3F, 05, 93][3B, 05, 93]
33D0; [3F, 05, 37][41, 05, 37]
33D1; [3F, 05, 37][43, 05, 37]
33D2; [3F, 05, 37][45, 05, 37][35, 05, 3D]
02AA; [3F, 05, 09][4D, 05, 09]
32CF; [3F, 05, B9][4F, 05, B9][2F, 05, 3D]
33D3; [3F, 05, 37][57, 05, 37]
02AB; [3F, 05, 09][5B, 05, 09]

029F; [40 60, 05, 05]
1DAB; [40 60, 05, 27]

1D0C; [40 62, 05, 05]

019A; [40 64, 05, 05]
023D; [40 64, 05, 8F]

2C61; [40 66, 05, 05]
2C60; [40 66, 05, 8F]

026B; [40 68, 05, 05]
2C62; [40 68, 05, 8F]

026C; [40 6A, 05, 05]

1D85; [40 6C, 05, 05]
1DAA; [40 6C, 05, 27]

026D; [40 6E, 05, 05]
1DA9; [40 6E, 05, 27]

0234; [40 70, 05, 05]

026E; [40 72, 05, 05]

019B; [40 74, 05, 05]

028E; [40 76, 05, 05]

006D; [41, 05, 05]
FF4D; [41, 05, 07]
036B; [41, 05, 09]
217F; [41, 05, 09]
D835 DC26; [41, 05, 0B]
D835 DC5A; [41, 05, 0B]
D835 DC8E; [41, 05, 0B]
D835 DCC2; [41, 05, 0B]
D835 DCF6; [41, 05, 0B]
D835 DD2A; [41, 05, 0B]
D835 DD5E; [41, 05, 0B]
D835 DD92; [41, 05, 0B]
D835 DDC6; [41, 05, 0B]
D835 DDFA; [41, 05, 0B]
D835 DE2E; [41, 05, 0B]
D835 DE62; [41, 05, 0B]
D835 DE96; [41, 05, 0B]
24DC; [41, 05, 0D]
004D; [41, 05, 8F]
FF2D; [41, 05, 91]
216F; [41, 05, 93]
2133; [41, 05, 95]
D835 DC0C; [41, 05, 95]
D835 DC40; [41, 05, 95]
D835 DC74; [41, 05, 95]
D835 DCDC; [41, 05, 95]
D835 DD10; [41, 05, 95]
D835 DD44; [41, 05, 95]
D835 DD78; [41, 05, 95]
D835 DDAC; [41, 05, 95]
D835 DDE0; [41, 05, 95]
D835 DE14; [41, 05, 95]
D835 DE48; [41, 05, 95]
D835 DE7C; [41, 05, 95]
24C2; [41, 05, 97]
1D50; [41, 05, 27]
1D39; [41, 05, B9]
1E3F; [41, 05, 05][, 8D, 05]
1E3E; [41, 05, 8F][, 8D, 05]
1E41; [41, 05, 05][, A3, 05]
1E40; [41, 05, 8F][, A3, 05]
1E43; [41, 05, 05][, D0 4D, 05]
1E42; [41, 05, 8F][, D0 4D, 05]
33A7; [41, 05, 37][0C F7, 05, 37][4D, 05, 3D]
33A8; [41, 05, 37][0C F7, 05, 37][4D, 05, 3D][26 7E, 05, 3D]
33A1; [41, 05, 37][26 7E, 05, 37]
33A5; [41, 05, 37][26 80, 05, 37]
3383; [41, 05, 37][29, 05, B9]
33D4; [41, 05, 37][2B, 05, 37]
3386; [41, 05, B9][2B, 05, B9]
338E; [41, 05, 37][35, 05, 37]
3392; [41, 05, B9][37, 05, B9][5B, 05, 3D]
33D5; [41, 05, 37][39, 05, 37][3F, 05, 3D]
3396; [41, 05, 37][3F, 05, 37]
339C; [41, 05, 37][41, 05, 37]
339F; [41, 05, 37][41, 05, 37][26 7E, 05, 3D]
33A3; [41, 05, 37][41, 05, 37][26 80, 05, 3D]
33D6; [41, 05, 37][45, 05, 37][3F, 05, 3D]
33AB; [41, 05, B9][47, 05, B9][29, 05, 3D]
33B3; [41, 05, 37][4D, 05, 37]
33B7; [41, 05, 37][53, 05, B9]
33B9; [41, 05, B9][53, 05, B9]
33BD; [41, 05, 37][55, 05, B9]
33BF; [41, 05, B9][55, 05, B9]
33C1; [41, 05, B9][5D 6C, 05, B9]

1D0D; [42 60, 05, 05]

1D6F; [42 62, 05, 05]

1D86; [42 64, 05, 05]

0271; [42 66, 05, 05]
1DAC; [42 66, 05, 27]

006E; [43, 05, 05]
FF4E; [43, 05, 07]
D835 DC27; [43, 05, 0B]
D835 DC5B; [43, 05, 0B]
D835 DC8F; [43, 05, 0B]
D835 DCC3; [43, 05, 0B]
D835 DCF7; [43, 05, 0B]
D835 DD2B; [43, 05, 0B]
D835 DD5F; [43, 05, 0B]
D835 DD93; [43, 05, 0B]
D835 DDC7; [43, 05, 0B]
D835 DDFB; [43, 05, 0B]
D835 DE2F; [43, 05, 0B]
D835 DE63; [43, 05, 0B]
D835 DE97; [43, 05, 0B]
24DD; [43, 05, 0D]
004E; [43, 05, 8F]
FF2E; [43, 05, 91]
2115; [43, 05, 95]
D835 DC0D; [43, 05, 95]
D835 DC41; [43, 05, 95]
D835 DC75; [43, 05, 95]
D835 DCA9; [43, 05, 95]
D835 DCDD; [43, 05, 95]
D835 DD11; [43, 05, 95]
D835 DD79; [43, 05, 95]
D835 DDAD; [43, 05, 95]
D835 DDE1; [43, 05, 95]
D835 DE15; [43, 05, 95]
D835 DE49; [43, 05, 95]
D835 DE7D; [43, 05, 95]
24C3; [43, 05, 97]
207F; [43, 05, 27]
1D3A; [43, 05, B9]
0144; [43, 05, 05][, 8D, 05]
0143; [43, 05, 8F][, 8D, 05]
01F9; [43, 05, 05][, 8F, 05]
01F8; [43, 05, 8F][, 8F, 05]
0148; [43, 05, 05][, 97, 05]
0147; [43, 05, 8F][, 97, 05]
00F1; [43, 05, 05][, A1, 05]
00D1; [43, 05, 8F][, A1, 05]
1E45; [43, 05, 05][, A3, 05]
1E44; [43, 05, 8F][, A3, 05]
0146; [43, 05, 05][, A7, 05]
0145; [43, 05, 8F][, A7, 05]
1E47; [43, 05, 05][, D0 4D, 05]
1E46; [43, 05, 8F][, D0 4D, 05]
1E4B; [43, 05, 05][, D0 CD, 05]
1E4A; [43, 05, 8F][, D0 CD, 05]
1E49; [43, 05, 05][, D1 11, 05]
1E48; [43, 05, 8F][, D1 11, 05]
3381; [43, 05, 37][29, 05, B9]
338B; [43, 05, 37][33, 05, B9]
01CC; [43, 05, 09][3B, 05, 09]
01CB; [43, 05, 93][3B, 05, 09]
01CA; [43, 05, 93][3B, 05, 93]
339A; [43, 05, 37][41, 05, 37]
2116; [43, 05, 93][45, 05, 09]
33B1; [43, 05, 37][4D, 05, 37]
33B5; [43, 05, 37][53, 05, B9]
33BB; [43, 05, 37][55, 05, B9]

0274; [44 60, 05, 05]
1DB0; [44 60, 05, 27]

1D3B; [44 62, 05, 05]

1D0E; [44 64, 05, 05]

1D70; [44 66, 05, 05]

0272; [44 68, 05, 05]
019D; [44 68, 05, 8F]
1DAE; [44 68, 05, 27]

019E; [44 6A, 05, 05]
0220; [44 6A, 05, 8F]

1D87; [44 6C, 05, 05]

0273; [44 6E, 05, 05]
1DAF; [44 6E, 05, 27]

0235; [44 70, 05, 05]

014B; [44 72, 05, 05]
014A; [44 72, 05, 8F]
1D51; [44 72, 05, 27]

006F; [45, 05, 05]
FF4F; [45, 05, 07]
0366; [45, 05, 09]
2134; [45, 05, 0B]
D835 DC28; [45, 05, 0B]
D835 DC5C; [45, 05, 0B]
D835 DC90; [45, 05, 0B]
D835 DCF8; [45, 05, 0B]
D835 DD2C; [45, 05, 0B]
D835 DD60; [45, 05, 0B]
D835 DD94; [45, 05, 0B]
D835 DDC8; [45, 05, 0B]
D835 DDFC; [45, 05, 0B]
D835 DE30; [45, 05, 0B]
D835 DE64; [45, 05, 0B]
D835 DE98; [45, 05, 0B]
24DE; [45, 05, 0D]
004F; [45, 05, 8F]
FF2F; [45, 05, 91]
D835 DC0E; [45, 05, 95]
D835 DC42; [45, 05, 95]
D835 DC76; [45, 05, 95]
D835 DCAA; [45, 05, 95]
D835 DCDE; [45, 05, 95]
D835 DD12; [45, 05, 95]
D835 DD46; [45, 05, 95]
D835 DD7A; [45, 05, 95]
D835 DDAE; [45, 05, 95]
D835 DDE2; [45, 05, 95]
D835 DE16; [45, 05, 95]
D835 DE4A; [45, 05, 95]
D835 DE7E; [45, 05, 95]
24C4; [45, 05, 97]
00BA; [45, 05, 27]
1D52; [45, 05, 27]
2092; [45, 05, 29]
1D3C; [45, 05, B9]
00F3; [45, 05, 05][, 8D, 05]
00D3; [45, 05, 8F][, 8D, 05]
00F2; [45, 05, 05][, 8F, 05]
00D2; [45, 05, 8F][, 8F, 05]
014F; [45, 05, 05][, 91, 05]
014E; [45, 05, 8F][, 91, 05]
00F4; [45, 05, 05][, 93, 05]
00D4; [45, 05, 8F][, 93, 05]
1ED1; [45, 05, 05][, 93, 05][, 8D, 05]
1ED0; [45, 05, 8F][, 93, 05][, 8D, 05]
1ED3; [45, 05, 05][, 93, 05][, 8F, 05]
1ED2; [45, 05, 8F][, 93, 05][, 8F, 05]
1ED7; [45, 05, 05][, 93, 05][, A1, 05]
1ED6; [45, 05, 8F][, 93, 05][, A1, 05]
1ED5; [45, 05, 05][, 93, 05][, AF, 05]
1ED4; [45, 05, 8F][, 93, 05][, AF, 05]
01D2; [45, 05, 05][, 97, 05]
01D1; [45, 05, 8F][, 97, 05]
00F6; [45, 05, 05][, 9D, 05]
00D6; [45, 05, 8F][, 9D, 05]
022B; [45, 05, 05][, 9D, 05][, AB, 05]
022A; [45, 05, 8F][, 9D, 05][, AB, 05]
0151; [45, 05, 05][, 9F, 05]
0150; [45, 05, 8F][, 9F, 05]
00F5; [45, 05, 05][, A1, 05]
00D5; [45, 05, 8F][, A1, 05]
1E4D; [45, 05, 05][, A1, 05][, 8D, 05]
1E4C; [45, 05, 8F][, A1, 05][, 8D, 05]
1E4F; [45, 05, 05][, A1, 05][, 9D, 05]
1E4E; [45, 05, 8F][, A1, 05][, 9D, 05]
022D; [45, 05, 05][, A1, 05][, AB, 05]
022C; [45, 05, 8F][, A1, 05][, AB, 05]
022F; [45, 05, 05][, A3, 05]
022E; [45, 05, 8F][, A3, 05]
0231; [45, 05, 05][, A3, 05][, AB, 05]
0230; [45, 05, 8F][, A3, 05][, AB, 05]
00F8; [45, 05, 05][, A5, 05]
00D8; [45, 05, 8F][, A5, 05]
01FF; [45, 05, 05][, A5, 05][, 8D, 05]
01FE; [45, 05, 8F][, A5, 05][, 8D, 05]
01EB; [45, 05, 05][, A9, 05]
01EA; [45, 05, 8F][, A9, 05]
01ED; [45, 05, 05][, A9, 05][, AB, 05]
01EC; [45, 05, 8F][, A9, 05][, AB, 05]
014D; [45, 05, 05][, AB, 05]
014C; [45, 05, 8F][, AB, 05]
1E53; [45, 05, 05][, AB, 05][, 8D, 05]
1E52; [45, 05, 8F][, AB, 05][, 8D, 05]
1E51; [45, 05, 05][, AB, 05][, 8F, 05]
1E50; [45, 05, 8F][, AB, 05][, 8F, 05]
1ECF; [45, 05, 05][, AF, 05]
1ECE; [45, 05, 8F][, AF, 05]
020D; [45, 05, 05][, B5, 05]
020C; [45, 05, 8F][, B5, 05]
020F; [45, 05, 05][, B9, 05]
020E; [45, 05, 8F][, B9, 05]
01A1; [45, 05, 05][, C9, 05]
01A0; [45, 05, 8F][, C9, 05]
1EDB; [45, 05, 05][, C9, 05][, 8D, 05]
1EDA; [45, 05, 8F][, C9, 05][, 8D, 05]
1EDD; [45, 05, 05][, C9, 05][, 8F, 05]
1EDC; [45, 05, 8F][, C9, 05][, 8F, 05]
1EE1; [45, 05, 05][, C9, 05][, A1, 05]
1EE0; [45, 05, 8F][, C9, 05][, A1, 05]
1EDF; [45, 05, 05][, C9, 05][, AF, 05]
1EDE; [45, 05, 8F][, C9, 05][, AF, 05]
1EE3; [45, 05, 05][, C9, 05][, D0 4D, 05]
1EE2; [45, 05, 8F][, C9, 05][, D0 4D, 05]
1ECD; [45, 05, 05][, D0 4D, 05]
1ECC; [45, 05, 8F][, D0 4D, 05]
1ED9; [45, 05, 05][, D0 4D, 05][, 93, 05]
1ED8; [45, 05, 8F][, D0 4D, 05][, 93, 05]
0153; [45, 05, 09][, E4 4D, 09][31, 05, 3D]
0152; [45, 05, 93][, E4 4D, 09][31, 05, 3D]
3375; [45, 05, 37][53, 05, B9]

1D0F; [46 60, 05, 05]

1D11; [46 62, 05, 05]

0276; [46 64, 05, 05]

1D14; [46 66, 05, 05]

1D13; [46 68, 05, 05]

0254; [46 6A, 05, 05]
0186; [46 6A, 05, 8F]
1D53; [46 6A, 05, 27]

1D10; [46 6C, 05, 05]

1D12; [46 6E, 05, 05]

1D97; [46 70, 05, 05]

1D16; [46 72, 05, 05]
1D54; [46 72, 05, 27]

1D17; [46 74, 05, 05]
1D55; [46 74, 05, 27]

0275; [46 76, 05, 05]
019F; [46 76, 05, 8F]
1DB1; [46 76, 05, 27]

0277; [46 78, 05, 05]

0223; [46 7A, 05, 05]
0222; [46 7A, 05, 8F]
1D3D; [46 7A, 05, B9]

1D15; [46 7C, 05, 05]

0070; [47, 05, 05]
FF50; [47, 05, 07]
D835 DC29; [47, 05, 0B]
D835 DC5D; [47, 05, 0B]
D835 DC91; [47, 05, 0B]
D835 DCC5; [47, 05, 0B]
D835 DCF9; [47, 05, 0B]
D835 DD2D; [47, 05, 0B]
D835 DD61; [47, 05, 0B]
D835 DD95; [47, 05, 0B]
D835 DDC9; [47, 05, 0B]
D835 DDFD; [47, 05, 0B]
D835 DE31; [47, 05, 0B]
D835 DE65; [47, 05, 0B]
D835 DE99; [47, 05, 0B]
24DF; [47, 05, 0D]
0050; [47, 05, 8F]
FF30; [47, 05, 91]
2119; [47, 05, 95]
D835 DC0F; [47, 05, 95]
D835 DC43; [47, 05, 95]
D835 DC77; [47, 05, 95]
D835 DCAB; [47, 05, 95]
D835 DCDF; [47, 05, 95]
D835 DD13; [47, 05, 95]
D835 DD7B; [47, 05, 95]
D835 DDAF; [47, 05, 95]
D835 DDE3; [47, 05, 95]
D835 DE17; [47, 05, 95]
D835 DE4B; [47, 05, 95]
D835 DE7F; [47, 05, 95]
24C5; [47, 05, 97]
1D56; [47, 05, 27]
1D3E; [47, 05, B9]
1E55; [47, 05, 05][, 8D, 05]
1E54; [47, 05, 8F][, 8D, 05]
1E57; [47, 05, 05][, A3, 05]
1E56; [47, 05, 8F][, A3, 05]
33D8; [47, 05, 37][08 1D, 05, 37][41, 05, 3D][08 1D, 05, 3D]
3380; [47, 05, 37][29, 05, B9]
33A9; [47, 05, B9][29, 05, 37]
3376; [47, 05, 37][2D, 05, 37]
338A; [47, 05, 37][33, 05, B9]
33D7; [47, 05, B9][37, 05, B9]
33D9; [47, 05, B9][47, 05, B9][41, 05, 3D]
33DA; [47, 05, B9][4B, 05, B9]
33B0; [47, 05, 37][4D, 05, 37]
3250; [47, 05, B9][4F, 05, B9][31, 05, 3D]
33B4; [47, 05, 37][53, 05, B9]
33BA; [47, 05, 37][55, 05, B9]

1D18; [48 60, 05, 05]

1D7D; [48 62, 05, 05]
2C63; [48 62, 05, 8F]

1D71; [48 64, 05, 05]

1D88; [48 66, 05, 05]

01A5; [48 68, 05, 05]
01A4; [48 68, 05, 8F]

0278; [48 6A, 05, 05]
1DB2; [48 6A, 05, 27]

2C77; [48 6C, 05, 05]

0071; [49, 05, 05]
FF51; [49, 05, 07]
D835 DC2A; [49, 05, 0B]
D835 DC5E; [49, 05, 0B]
D835 DC92; [49, 05, 0B]
D835 DCC6; [49, 05, 0B]
D835 DCFA; [49, 05, 0B]
D835 DD2E; [49, 05, 0B]
D835 DD62; [49, 05, 0B]
D835 DD96; [49, 05, 0B]
D835 DDCA; [49, 05, 0B]
D835 DDFE; [49, 05, 0B]
D835 DE32; [49, 05, 0B]
D835 DE66; [49, 05, 0B]
D835 DE9A; [49, 05, 0B]
24E0; [49, 05, 0D]
0051; [49, 05, 8F]
FF31; [49, 05, 91]
211A; [49, 05, 95]
D835 DC10; [49, 05, 95]
D835 DC44; [49, 05, 95]
D835 DC78; [49, 05, 95]
D835 DCAC; [49, 05, 95]
D835 DCE0; [49, 05, 95]
D835 DD14; [49, 05, 95]
D835 DD7C; [49, 05, 95]
D835 DDB0; [49, 05, 95]
D835 DDE4; [49, 05, 95]
D835 DE18; [49, 05, 95]
D835 DE4C; [49, 05, 95]
D835 DE80; [49, 05, 95]
24C6; [49, 05, 97]
0239; [49, 05, 09][47, 05, 09]

02A0; [4A 60, 05, 05]

024B; [4A 62, 05, 05]
024A; [4A 62, 05, 8F]

0138; [4A 64, 05, 05]

0072; [4B, 05, 05]
FF52; [4B, 05, 07]
036C; [4B, 05, 09]
D835 DC2B; [4B, 05, 0B]
D835 DC5F; [4B, 05, 0B]
D835 DC93; [4B, 05, 0B]
D835 DCC7; [4B, 05, 0B]
D835 DCFB; [4B, 05, 0B]
D835 DD2F; [4B, 05, 0B]
D835 DD63; [4B, 05, 0B]
D835 DD97; [4B, 05, 0B]
D835 DDCB; [4B, 05, 0B]
D835 DDFF; [4B, 05, 0B]
D835 DE33; [4B, 05, 0B]
D835 DE67; [4B, 05, 0B]
D835 DE9B; [4B, 05, 0B]
24E1; [4B, 05, 0D]
0052; [4B, 05, 8F]
FF32; [4B, 05, 91]
211B; [4B, 05, 95]
211C; [4B, 05, 95]
211D; [4B, 05, 95]
D835 DC11; [4B, 05, 95]
D835 DC45; [4B, 05, 95]
D835 DC79; [4B, 05, 95]
D835 DCE1; [4B, 05, 95]
D835 DD7D; [4B, 05, 95]
D835 DDB1; [4B, 05, 95]
D835 DDE5; [4B, 05, 95]
D835 DE19; [4B, 05, 95]
D835 DE4D; [4B, 05, 95]
D835 DE81; [4B, 05, 95]
24C7; [4B, 05, 97]
02B3; [4B, 05, 27]
1D63; [4B, 05, 29]
1D3F; [4B, 05, B9]
0155; [4B, 05, 05][, 8D, 05]
0154; [4B, 05, 8F][, 8D, 05]
0159; [4B, 05, 05][, 97, 05]
0158; [4B, 05, 8F][, 97, 05]
1E59; [4B, 05, 05][, A3, 05]
1E58; [4B, 05, 8F][, A3, 05]
0157; [4B, 05, 05][, A7, 05]
0156; [4B, 05, 8F][, A7, 05]
0211; [4B, 05, 05][, B5, 05]
0210; [4B, 05, 8F][, B5, 05]
0213; [4B, 05, 05][, B9, 05]
0212; [4B, 05, 8F][, B9, 05]
1E5B; [4B, 05, 05][, D0 4D, 05]
1E5A; [4B, 05, 8F][, D0 4D, 05]
1E5D; [4B, 05, 05][, D0 4D, 05][, AB, 05]
1E5C; [4B, 05, 8F][, D0 4D, 05][, AB, 05]
1E5F; [4B, 05, 05][, D1 11, 05]
1E5E; [4B, 05, 8F][, D1 11, 05]
33AD; [4B, 05, 37][29, 05, 37][2F, 05, 3D]
33AE; [4B, 05, 37][29, 05, 37][2F, 05, 3D][0C F7, 05, 3D][4D, 05, 3D]
33AF; [4B, 05, 37][29, 05, 37][2F, 05, 3D][0C F7, 05, 3D][4D, 05, 3D][26 7E, 05, 3D]
20A8; [4B, 05, 93][4D, 05, 09]

0280; [4C 60, 05, 05]
01A6; [4C 60, 05, 8F]

1D19; [4C 62, 05, 05]

024D; [4C 64, 05, 05]
024C; [4C 64, 05, 8F]

1D72; [4C 66, 05, 05]

0279; [4C 68, 05, 05]
02B4; [4C 68, 05, 27]

1D1A; [4C 6A, 05, 05]

027A; [4C 6C, 05, 05]

1D89; [4C 6E, 05, 05]

027B; [4C 70, 05, 05]
02B5; [4C 70, 05, 27]

027C; [4C 72, 05, 05]

027D; [4C 74, 05, 05]
2C64; [4C 74, 05, 8F]

027E; [4C 76, 05, 05]

1D73; [4C 78, 05, 05]

027F; [4C 7A, 05, 05]

0281; [4C 7C, 05, 05]
02B6; [4C 7C, 05, 27]

0073; [4D, 05, 05]
FF53; [4D, 05, 07]
D835 DC2C; [4D, 05, 0B]
D835 DC60; [4D, 05, 0B]
D835 DC94; [4D, 05, 0B]
D835 DCC8; [4D, 05, 0B]
D835 DCFC; [4D, 05, 0B]
D835 DD30; [4D, 05, 0B]
D835 DD64; [4D, 05, 0B]
D835 DD98; [4D, 05, 0B]
D835 DDCC; [4D, 05, 0B]
D835 DE00; [4D, 05, 0B]
D835 DE34; [4D, 05, 0B]
D835 DE68; [4D, 05, 0B]
D835 DE9C; [4D, 05, 0B]
24E2; [4D, 05, 0D]
0053; [4D, 05, 8F]
FF33; [4D, 05, 91]
D835 DC12; [4D, 05, 95]
D835 DC46; [4D, 05, 95]
D835 DC7A; [4D, 05, 95]
D835 DCAE; [4D, 05, 95]
D835 DCE2; [4D, 05, 95]
D835 DD16; [4D, 05, 95]
D835 DD4A; [4D, 05, 95]
D835 DD7E; [4D, 05, 95]
D835 DDB2; [4D, 05, 95]
D835 DDE6; [4D, 05, 95]
D835 DE1A; [4D, 05, 95]
D835 DE4E; [4D, 05, 95]
D835 DE82; [4D, 05, 95]
24C8; [4D, 05, 97]
02E2; [4D, 05, 27]
015B; [4D, 05, 05][, 8D, 05]
015A; [4D, 05, 8F][, 8D, 05]
1E65; [4D, 05, 05][, 8D, 05][, A3, 05]
1E64; [4D, 05, 8F][, 8D, 05][, A3, 05]
015D; [4D, 05, 05][, 93, 05]
015C; [4D, 05, 8F][, 93, 05]
0161; [4D, 05, 05][, 97, 05]
0160; [4D, 05, 8F][, 97, 05]
1E67; [4D, 05, 05][, 97, 05][, A3, 05]
1E66; [4D, 05, 8F][, 97, 05][, A3, 05]
1E61; [4D, 05, 05][, A3, 05]
1E60; [4D, 05, 8F][, A3, 05]
015F; [4D, 05, 05][, A7, 05]
015E; [4D, 05, 8F][, A7, 05]
1E63; [4D, 05, 05][, D0 4D, 05]
1E62; [4D, 05, 8F][, D0 4D, 05]
1E69; [4D, 05, 05][, D0 4D, 05][, A3, 05]
1E68; [4D, 05, 8F][, D0 4D, 05][, A3, 05]
0219; [4D, 05, 05][, D0 7D, 05]
0218; [4D, 05, 8F][, D0 7D, 05]
017F; [4D, 05, 09][, E4 5D, 09]
1E9B; [4D, 05, 09][, E4 5D, 09][, A3, 05]
2120; [4D, 05, 27][41, 05, 27]
33DB; [4D, 05, 37][4B, 05, 37]
00DF; [4D, 05, 09][, E4 4D, 09][4D, 05, 3D]
FB06; [4D, 05, 09][4F, 05, 09]
FB05; [4D, 05, 09][, E4 5D, 09][4F, 05, 3D]
33DC; [4D, 05, B9][53, 05, 37]

1D74; [4E 60, 05, 05]

1D8A; [4E 62, 05, 05]

0282; [4E 64, 05, 05]
1DB3; [4E 64, 05, 27]

023F; [4E 66, 05, 05]

0283; [4E 68, 05, 05]
01A9; [4E 68, 05, 8F]
1DB4; [4E 68, 05, 27]

1D8B; [4E 6A, 05, 05]

01AA; [4E 6C, 05, 05]

0285; [4E 6E, 05, 05]

1D98; [4E 70, 05, 05]

0286; [4E 72, 05, 05]

0074; [4F, 05, 05]
FF54; [4F, 05, 07]
036D; [4F, 05, 09]
D835 DC2D; [4F, 05, 0B]
D835 DC61; [4F, 05, 0B]
D835 DC95; [4F, 05, 0B]
D835 DCC9; [4F, 05, 0B]
D835 DCFD; [4F, 05, 0B]
D835 DD31; [4F, 05, 0B]
D835 DD65; [4F, 05, 0B]
D835 DD99; [4F, 05, 0B]
D835 DDCD; [4F, 05, 0B]
D835 DE01; [4F, 05, 0B]
D835 DE35; [4F, 05, 0B]
D835 DE69; [4F, 05, 0B]
D835 DE9D; [4F, 05, 0B]
24E3; [4F, 05, 0D]
0054; [4F, 05, 8F]
FF34; [4F, 05, 91]
D835 DC13; [4F, 05, 95]
D835 DC47; [4F, 05, 95]
D835 DC7B; [4F, 05, 95]
D835 DCAF; [4F, 05, 95]
D835 DCE3; [4F, 05, 95]
D835 DD17; [4F, 05, 95]
D835 DD4B; [4F, 05, 95]
D835 DD7F; [4F, 05, 95]
D835 DDB3; [4F, 05, 95]
D835 DDE7; [4F, 05, 95]
D835 DE1B; [4F, 05, 95]
D835 DE4F; [4F, 05, 95]
D835 DE83; [4F, 05, 95]
24C9; [4F, 05, 97]
1D57; [4F, 05, 27]
1D40; [4F, 05, B9]
0165; [4F, 05, 05][, 97, 05]
0164; [4F, 05, 8F][, 97, 05]
1E97; [4F, 05, 05][, 9D, 05]
1E6B; [4F, 05, 05][, A3, 05]
1E6A; [4F, 05, 8F][, A3, 05]
0163; [4F, 05, 05][, A7, 05]
0162; [4F, 05, 8F][, A7, 05]
1E6D; [4F, 05, 05][, D0 4D, 05]
1E6C; [4F, 05, 8F][, D0 4D, 05]
021B; [4F, 05, 05][, D0 7D, 05]
021A; [4F, 05, 8F][, D0 7D, 05]
1E71; [4F, 05, 05][, D0 CD, 05]
1E70; [4F, 05, 8F][, D0 CD, 05]
1E6F; [4F, 05, 05][, D1 11, 05]
